id_service	periode	id_leg	capacite	cap_resid	id_demande	volume
1	5	4	50	0	65	2
1	5	4	50	0	65	3
1	5	4	50	0	66	1
1	5	5	50	29	35	4
1	5	5	50	29	49	1
1	5	5	50	29	51	4
1	5	5	50	29	60	4
1	5	5	50	29	64	2
1	5	5	50	29	65	2
1	5	5	50	29	66	4
1	5	5	50	34	58	3
1	5	5	50	34	58	4
1	5	5	50	34	62	2
1	5	5	50	34	63	1
1	5	5	50	34	74	1
1	5	5	50	34	76	5
1	6	3	50	0	61	4
1	6	3	50	0	67	5
1	6	3	50	0	68	5
1	6	3	50	0	73	5
1	6	3	50	0	73	4
1	6	3	50	0	74	1
1	6	3	50	0	75	5
1	6	3	50	0	77	5
1	6	3	50	0	79	3
1	6	3	50	0	80	2
1	6	3	50	0	81	4
1	6	3	50	0	81	1
1	6	3	50	0	82	2
1	6	3	50	0	85	3
1	6	3	50	0	87	1
1	6	4	50	0	61	4
1	6	4	50	0	67	5
1	6	4	50	0	68	5
1	6	4	50	0	68	4
1	6	4	50	0	73	5
1	6	4	50	0	73	4
1	6	4	50	0	74	4
1	6	4	50	0	75	5
1	6	4	50	0	77	5
1	6	4	50	0	79	3
1	6	4	50	0	80	2
1	6	4	50	0	81	1
1	6	4	50	0	82	2
1	6	4	50	0	84	1
1	6	5	50	16	55	4
1	6	5	50	16	57	4
1	6	5	50	16	61	4
1	6	5	50	16	64	1
1	6	5	50	16	68	4
1	6	5	50	16	74	4
1	6	5	50	16	76	2
1	6	5	50	16	82	2
1	6	5	50	16	83	3
1	6	5	50	16	91	1
1	6	5	50	16	91	5
1	6	5	50	29	68	5
1	6	5	50	29	73	4
1	6	5	50	29	80	2
1	6	5	50	29	81	4
1	6	5	50	29	88	1
1	6	5	50	29	92	5
1	7	3	50	0	74	2
1	7	3	50	0	77	3
1	7	3	50	0	79	2
1	7	3	50	0	80	4
1	7	3	50	0	83	2
1	7	3	50	0	83	5
1	7	3	50	0	83	2
1	7	3	50	0	83	1
1	7	3	50	0	84	1
1	7	3	50	0	85	4
1	7	3	50	0	85	4
1	7	3	50	0	85	3
1	7	3	50	0	86	2
1	7	3	50	0	86	4
1	7	3	50	0	86	5
1	7	3	50	0	87	2
1	7	3	50	0	91	4
1	7	4	50	0	74	2
1	7	4	50	0	77	3
1	7	4	50	0	79	2
1	7	4	50	0	80	4
1	7	4	50	0	83	2
1	7	4	50	0	83	5
1	7	4	50	0	83	2
1	7	4	50	0	83	1
1	7	4	50	0	83	2
1	7	4	50	0	85	4
1	7	4	50	0	85	4
1	7	4	50	0	85	3
1	7	4	50	0	86	2
1	7	4	50	0	86	4
1	7	4	50	0	86	5
1	7	4	50	0	87	2
1	7	4	50	0	88	3
1	7	5	50	34	80	4
1	7	5	50	34	83	2
1	7	5	50	34	85	4
1	7	5	50	34	86	4
1	7	5	50	34	90	2
1	7	5	50	34	77	3
1	7	5	50	34	83	1
1	7	5	50	34	85	4
1	7	5	50	34	86	5
1	7	5	50	34	98	3
1	8	3	50	31	92	3
1	8	3	50	31	93	1
1	8	3	50	31	94	2
1	8	3	50	31	95	2
1	8	3	50	31	97	5
1	8	3	50	31	98	1
1	8	3	50	31	99	5
1	8	4	50	26	84	1
1	8	4	50	26	92	3
1	8	4	50	26	94	2
1	8	4	50	26	95	2
1	8	4	50	26	97	5
1	8	4	50	26	98	1
1	8	4	50	26	98	3
1	8	4	50	26	99	5
1	8	4	50	26	99	2
1	8	5	50	45	98	3
1	8	5	50	45	99	2
1	8	5	50	39	83	5
1	8	5	50	39	84	1
1	8	5	50	39	92	3
1	8	5	50	39	95	2
1	9	5	50	49	98	1
